Gene stable ID,Gene name,Gene Synonym,NCBI gene (formerly Entrezgene) ID
YNL110C,NOP15,,855613
snR72,SNR72,,
YNL232W,CSL4,SKI4,855489
YJR043C,POL32,,853500
YDR506C,GMC1,,852117
YDL219W,DTD1,,851307
YOR161C,PNS1,,854332
YDL090C,RAM1,DPR1,851468
YDL090C,RAM1,FUS8,851468
YDL090C,RAM1,SCG2,851468
YDL090C,RAM1,SGP2,851468
YDL090C,RAM1,STE16,851468
YKL095W,YJU2,CWC16,853767
YOR393W,ERR1,,854575
YOR393W,ERR1,,855848
YMR154C,RIM13,CPL1,855186
YPL262W,FUM1,,855866
YOR105W,,,854272
snR45,SNR45,,
YCR042C,TAF2,TAF150,850409
YCR042C,TAF2,TSM1,850409
YHR116W,COX23,,856516
YIL063C,YRB2,,854747
YKR031C,SPO14,PLD1,853902
YLR262C-A,TMA7,,850967
YNL262W,POL2,DUN2,855459
YNL142W,MEP2,,855580
YDR033W,MRH1,,851597
YGR204C-A,,,1466462
YIL018W,RPL2B,RPL5B,850590
YIL018W,RPL2B,LOT2,850590
YIL018W,RPL2B,RPL5A,850590
YIL018W,RPL2B,RPL5B,854794
YIL018W,RPL2B,LOT2,854794
YIL018W,RPL2B,RPL5A,854794
tE(UUC)L,,,
snR65,SNR65,,
YKL036C,,,
YGR039W,,,
YHR087W,RTC3,,856487
tY(GUA)M1,SUP5,,
YHR176W,FMO1,,856581
snR75,SNR75,,
YIL027C,,EMC5,854785
YKR088C,TVP38,,853963
YGL059W,PKP2,,852821
YLL037W,,,
YBR272C,HSM3,,852575
YOR210W,RPB10,,854385
YOR364W,,,
YOL087C,DUF1,,854066
YGL123W,RPS2,RPS4,852754
YGL123W,RPS2,SUP138,852754
YGL123W,RPS2,SUP38,852754
YGL123W,RPS2,SUP44,852754
YML096W,,,854877
YML016C,PPZ1,,854992
YGL099W,LSG1,KRE35,852779
YML006C,GIS4,,855006
YMR178W,,,855216
YOR127W,RGA1,DBM1,854294
YOR127W,RGA1,THE1,854294
YAL035W,FUN12,yIF2,851196
YDR035W,ARO3,,851605
YML109W,ZDS2,CES4,854931
YAL008W,FUN14,,851225
YHR173C,,,856578
YBR120C,CBP6,,852417
YBR084C-A,RPL19A,,852379
YBR084C-A,RPL19A,,852254
YOR184W,SER1,ADE9,854356
YKL151C,NNR2,,853706
YLR452C,SST2,,851173
YJR066W,TOR1,DRR1,853529
YER066W,RRT13,,856796
YOR150W,MRPL23,,854321
YOR179C,SYC1,,854351
YOR340C,RPA43,,854518
YNL129W,NRK1,,855594
YML015C,TAF11,TAF40,854993
YOR354C,MSC6,,854536
YLR372W,,APA1,851087
YLR372W,,ELO3,851087
YLR372W,,SRE1,851087
YLR372W,,VBM1,851087
YMR197C,VTI1,,855237
YKL105C,SEG2,,853756
YGR102C,GTF1,,852994
YBL062W,,,
YDR332W,IRC3,,851932
YML014W,TRM9,KTI1,854994
YBR301W,PAU24,DAN3,852603
YBR076W,ECM8,,852368
YPR036W,VMA13,CLS11,856148
YNR014W,,,855748
YOR217W,RFC1,CDC44,854392
YOR298W,MUM3,,854473
YIL085C,KTR7,,854724
YDR510W,SMT3,,852122
YNL005C,MRP7,,855727
tN(GUU)F,,,
YPL031C,PHO85,LDB15,856076
YER098W,UBP9,,856835
YBR210W,ERV15,,852511
YLR154W-C,TAR1,,850849
YPL237W,SUI3,,855838
YNL174W,,,
YGL233W,SEC15,,852618
YDL055C,PSA1,MPG1,851504
YDL055C,PSA1,SRB1,851504
YDL055C,PSA1,VIG9,851504
YJL001W,PRE3,CRL21,853456
YGL072C,,,
YHL010C,ETP1,,856376
ETS2-1,ETS2-1,,
YML106W,URA5,PYR5,854865
YJR061W,,,853524
YOL006C,TOP1,MAK1,854156
YOL006C,TOP1,MAK17,854156
YOR259C,RPT4,CRL13,854433
YOR259C,RPT4,PCS1,854433
YOR259C,RPT4,SUG2,854433
YDR480W,DIG2,RST2,852091
YOR318C,,,
YOR320C,GNT1,,854498
YJL212C,OPT1,GSH11,853218
YJL212C,OPT1,HGT1,853218
YHR102W,KIC1,NRK1,856502
YKL169C,,,
YGL056C,SDS23,,852824
YDL103C,QRI1,UAP1,851455
YLR363C,NMD4,,851077
YDL085C-A,,,851473
YGR104C,SRB5,MED18,852996
YFL053W,DAK2,,850491
YBR106W,PHO88,,852403
YML025C,YML6,,854983
YGR240C,PFK1,,853155
YJL024C,APS3,YKS7,853429
YGR243W,MPC3,,853158
YNL335W,DDI3,,855381
YNL335W,DDI3,,850483
tS(AGA)M,,,
YEL035C,UTR5,,856676
YBR005W,RCR1,SSH6,852290
YMR172C-A,,,
YKL150W,MCR1,,853707
YLR207W,HRD3,,850904
YPL053C,KTR6,MNN6,856054
YFR030W,MET10,,850588
YPR109W,,,856225
YPR159C-A,,,1466523
YMR193W,MRPL24,,855231
YOR222W,ODC2,,854397
RPR1,RPR1,,
YLR312W-A,MRPL15,,851022
YAL020C,ATS1,FUN28,851213
YAL020C,ATS1,KTI13,851213
snR68,SNR68,,
YJR125C,ENT3,,853589
YGR275W,RTT102,,853192
YGL088W,,,
YJR051W,OSM1,,853510
YGR020C,VMA7,,852903
YGR100W,MDR1,GYP2,852992
YGR100W,MDR1,MIC1,852992
YDR350C,ATP22,TCM10,851952
YHR063C,PAN5,,856460
YER063W,THO1,,856792
YLR188W,MDL1,,850885
YBR153W,RIB7,,852450
YAL032C,PRP45,FUN20,851201
YER127W,LCP5,,856864
YLR011W,LOT6,,850698
YBR132C,AGP2,,852429
YML052W,SUR7,,854953
YCL055W,KAR4,,850303
YOL165C,AAD15,,853999
YPL122C,TFB2,,855981
YLR159W,,,850858
YLR159W,,,850851
YLR159W,,,850856
YPL085W,SEC16,LPF1,856020
YML079W,,,854896
YER154W,OXA1,,856898
YOL007C,CSI2,,854155
YOR307C,SLY41,,854484
YGR231C,PHB2,,853146
YDR342C,HXT7,,851943
YAL015C,NTG1,FUN33,851218
YAL015C,NTG1,ogg2,851218
YAL015C,NTG1,SCR1,851218
YHR050W-A,,,1466528
YGR215W,RSM27,,853129
YLR328W,NMA1,,851039
YAL028W,FRT2,HPH2,851205
YML101C-A,YML101C-A,,
YHR137C-A,,,
YOL051W,GAL11,ABE1,854106
YOL051W,GAL11,MED15,854106
YOL051W,GAL11,RAR3,854106
YOL051W,GAL11,SDS4,854106
YOL051W,GAL11,SPT13,854106
YML047C,PRM6,,854959
YFR003C,YPI1,,850553
YKL023C-A,,,3799976
YHL017W,,,856369
YGR018C,,,852901
YFL039C,ACT1,ABY1,850504
YFL039C,ACT1,END7,850504
YGL152C,,,
YGL212W,VAM7,VPL24,852660
YGL212W,VAM7,VPS43,852660
YAL042C-A,YAL042C-A,,
YOR091W,TMA46,,854258
YLR171W,,,
YJR112W-A,,,1466470
YAL065C,,,851232
YJR050W,ISY1,NTC30,853509
YJR050W,ISY1,UTR3,853509
YJR011C,,,853468
YDR087C,RRP1,,851660
YPR104C,FHL1,SPP42,856219
YBR166C,TYR1,,852464
YLR241W,CSC1,,850942
YNL240C,NAR1,,855481
YOR079C,ATX2,YOR29-30,854246
YLR245C,CDD1,,850946
YOL022C,TSR4,,854136
YAL009W,SPO7,,851224
YNL318C,HXT14,,855398
YDL236W,PHO13,,851362
YGL066W,SGF73,SCA7,852814
YJR136C,TTI2,,853601
YJL200C,ACO2,,853230
YHL035C,VMR1,,856350
YDR012W,RPL4B,,851575
YDL121C,,,851436
YKL138C-A,HSK3,,853719
YNL256W,FOL1,,855465
YDR525W-A,SNA2,,852138
YIL008W,URM1,,854809
YIL030W-A,,,
YLR360W,VPS38,VPL17,851074
tG(GCC)D2,,,
snR30,SNR30,,
YCR003W,MRPL32,,850359
YOR278W,HEM4,SLU2,854452
YOR024W,YOR024W,,
YJL188C,BUD19,,
YER032W,FIR1,PIP1,856754
YLR205C,HMX1,,850902
YDL190C,UFD2,,851337
YBR221W-A,,,1466450
YPR186C,PZF1,TFC2,856316
RDN25-1,RDN25-1,,
YDL047W,SIT4,,851513
YDR099W,BMH2,SCD3,851676
YJL170C,ASG7,,853269
YPR201W,ARR3,ACR3,856331
YBR131C-A,,,
YBR161W,CSH1,,852458
YMR174C,PAI3,,855212
YHR043C,DOG2,,856439
YDR092W,UBC13,,851666
YDR164C,SEC1,,851742
YBR109C,CMD1,,852406
YPL138C,SPP1,CPS40,855965
YPL138C,SPP1,SAF41,855965
YOL148C,SPT20,ADA5,854017
YIL076W,SEC28,ANU2,854734
YGL060W,YBP2,,852820
YGL185C,,,852690
YPR030W,CSR2,ART8,856142
YPR030W,CSR2,MRG19,856142
YJL129C,TRK1,,853312
YOL078W,AVO1,,854076
YJR112W,NNF1,,853576
YIR036W-A,,,
YIL029C,,,854783
YER180C-A,SLO1,,856928
YIR023W,DAL81,UGA35,854841
YEL071W,DLD3,,856638
YDR058C,TGL2,,851628
YJR103W,URA8,,853567
YHR115C,DMA1,CHF1,856515
YNL012W,SPO1,,855720
YLR161W,,,850858
YLR161W,,,850851
YLR161W,,,850856
YBR255W,MTC4,,852557
YJL044C,GYP6,,853406
YDL020C,RPN4,SON1,851542
YDL020C,RPN4,UFD5,851542
YBR205W,KTR3,,852504
YLR287C,,,850993
YDL025C,RTK1,,851536
YBR296C-A,,,1466451
tP(UGG)O3,,,
YGR145W,ENP2,,853048
YNR029C,,,855763
YDR374C,PHO92,,851980
YHL007C,STE20,,856382
YJL157C,FAR1,,853283
YKL082C,RRP14,,853780
YCR022C,,,
YLR366W,,,
YDL207W,GLE1,BRR3,851320
YDL207W,GLE1,RSS1,851320
YDR270W,CCC2,,851862
YCR089W,FIG2,,850451
YMR218C,TRS130,,855258
YOR089C,VPS21,VPS12,854256
YOR089C,VPS21,VPT12,854256
YOR089C,VPS21,YPT21,854256
YOR089C,VPS21,YPT51,854256
YMR315W,,,855363
YMR001C,CDC5,MSD2,855013
YMR001C,CDC5,PKX2,855013
YDR152W,GIR2,,851730
YDL148C,NOP14,UTP2,851407
YOL098C,SDD3,,854055
YJR142W,,,853607
YLR410W,VIP1,,851126
YOR171C,LCB4,,854342
YBL043W,ECM13,,852237
YJL034W,KAR2,GRP78,853418
tK(CUU)E2,,,
YEL057C,SDD1,,856653
YNL130C-A,DGR1,,1466512
YOL089C,HAL9,,854064
YAR014C,BUD14,,851271
YNL107W,YAF9,,855616
YHR018C,ARG4,,856411
tI(UAU)D,,,
YOL150C,,,
YLR230W,,,
YLR097C,HRT3,,850786
YLR397C,AFG2,DRG1,851113
YEL069C,HXT13,,856640
YLR120C,YPS1,YAP3,850811
YDR379C-A,SDH6,,851986
tV(AAC)M1,,,
YLR335W,NUP2,,851048
YNR065C,YNR065C,,855802
YNL332W,THI12,,855384
YKR070W,,,853944
tT(AGU)I1,,,
YGL011C,SCL1,PRC2,852873
tE(UUC)M,,,
YGR147C,NAT2,,853050
YGR036C,CAX4,CWH8,852924
YJL183W,MNN11,,853256
YNL023C,FAP1,,855708
YAL037C-B,,,
YOR095C,RKI1,,854262
YJR031C,GEA1,,853488
YLR399C,BDF1,,851115
YML121W,GTR1,,854918
YGL122C,NAB2,,852755
YLL044W,,,
YDR218C,SPR28,,851804
YDL018C,ERP3,,851544
YMR085W,,,855109
YHR076W,PTC7,,856475
YJL066C,MPM1,,853379
YMR105W-A,,,1466500
YBR130C,SHE3,,852427
YKR021W,ALY1,ART6,853891
YOL146W,PSF3,,854019
YOR224C,RPB8,,854399
YMR122C,,,
YFL029C,CAK1,CIV1,850515
YBR206W,,,
snR78,SNR78,,
YOR302W,,,854478
YGL261C,PAU11,,851229
YGL261C,PAU11,,852630
YGL261C,PAU11,,852163
YAR053W,,,
YLR453C,RIF2,,851174
YJR077C,MIR1,,853540
YDR507C,GIN4,ERC47,852119
YBR122C,MRPL36,,852419
YLL057C,JLP1,,850669
YMR217W,GUA1,,855257
YDL003W,MCD1,PDS3,851561
YDL003W,MCD1,RHC21,851561
YDL003W,MCD1,SCC1,851561
YLR388W,RPS29A,,851104
YPR190C,RPC82,RPC3,856320
YPL043W,NOP4,NOP77,856063
tG(GCC)C,SUF16,,
tA(AGC)M2,,,
YNR056C,BIO5,,855793
YGL041C,,,
YEL043W,,,856668
YKR016W,,AIM28,853886
YKR016W,,FMP13,853886
YGR099W,TEL2,,852991
YGR046W,TAM41,MMP37,852937
YDR524C-B,,,1466438
YFL030W,AGX1,,850514
YMR298W,LIP1,,855344
YDR371W,CTS2,,851977
YBR295W,PCA1,CAD2,852598
YBR295W,PCA1,PAY2,852598
YNL186W,UBP10,DOT4,855535
YMR057C,,,
YLR249W,YEF3,TEF3,850951
YER096W,SHC1,,856832
YER017C,AFG3,YTA10,856737
YFL058W,THI5,,850486
YJL064W,,,
YML042W,CAT2,YCAT,854965
YEL019C,MMS21,NSE2,856695
YEL019C,MMS21,PSO10,856695
YDR359C,EAF1,VID21,851962
YMR320W,,,
YFL016C,MDJ1,,850530
YDL180W,,,851374
YLR151C,PCD1,,850844
YKR033C,,,
YHL019C,APM2,,856367
YGL188C-A,,,1466453
YNL153C,GIM3,PFD4,855569
YPL108W,,,855996
YMR287C,DSS1,MSU1,855331
YNL130C,CPT1,,855593
YCL016C,DCC1,,850344
YBR004C,GPI18,,852289
YIL053W,,GPP1,854758
YLR260W,LCB5,,850964
YHR061C,GIC1,,856458
YNL088W,TOP2,TOR3,855636
YNL088W,TOP2,TRF3,855636
YLL010C,PSR1,,850650
YGR216C,GPI1,,853130
YBR202W,MCM7,CDC47,852501
YER009W,NTF2,,856727
YDL133W,SRF1,,851423
YAL036C,RBG1,FUN11,851195
YMR289W,ABZ2,,855333
tG(UCC)G,SUF4,,
YKR059W,TIF1,,853933
YKR059W,TIF1,,853303
YGR047C,TFC4,PCF1,852938
YKR069W,MET1,MET20,853943
YOR286W,RDL2,AIM42,854460
YJL136W-A,,,1466464
YOR046C,DBP5,RAT8,854211
YPL105C,SYH1,,855999
YDR335W,MSN5,KAP142,851935
YDR335W,MSN5,STE21,851935
YLR133W,CKI1,,850824
YNL216W,RAP1,GRF1,855505
YNL216W,RAP1,TBA1,855505
YNL216W,RAP1,TUF1,855505
tG(CCC)O,SUF5,,
YLR329W,REC102,,851040
YIL101C,XBP1,,854706
YDR351W,SBE2,,851953
YDL150W,RPC53,RPC4,851404
YBR001C,NTH2,,852286
YKR053C,YSR3,LBP2,853927
YIL120W,QDR1,,854686
tV(AAC)H,,,
YPL168W,MRX4,,855935
YFR040W,SAP155,,850601
snR6,SNR6,,
YOR388C,FDH1,,854570
YML048W,GSF2,ECM6,854957
YOR228C,MCP1,,854403
YGR238C,KEL2,,853153
YLL011W,SOF1,,850649
YPR018W,RLF2,CAC1,856129
YOL112W,MSB4,,854037
YGR282C,BGL2,,853199
YER104W,RTT105,,856841
YOR141C,ARP8,,854309
YPR132W,RPS23B,,853015
YPR132W,RPS23B,,856250
YNL276C,,,
YCL031C,RRP7,,850326
YNL108C,YNL108C,HUF,855615
YLR384C,IKI3,ELP1,851100
YLR384C,IKI3,KTI7,851100
YLR384C,IKI3,TOT1,851100
YPL222C-A,,,
YKL218C,SRY1,,853662
YCL048W-A,,,3799968
YDL177C,,,851377
YJR010C-A,SPC1,,853467
YMR250W,GAD1,,855291
YOL131W,,,853989
YPR137W,RRP9,,856255
YLR203C,MSS51,,850900
YPL219W,PCL8,,855882
YBL113C,,,852159
YMR230W-A,,,1466504
YNL252C,MRPL17,MRPL30,855469
YDR171W,HSP42,,851751
YDR364C,CDC40,PRP17,851968
YDR364C,CDC40,SLT15,851968
YDR364C,CDC40,SLU4,851968
YBR288C,APM3,YKS6,852591
YLR156C-A,,,1466414
YLR156C-A,,,1466415
YLR156C-A,,,1466411
YLR156C-A,,,1466410
YKL167C,MRP49,,853687
YCR018C,SRD1,,850377
YCL022C,,,
YBR282W,MRPL27,,852585
YJR033C,RAV1,SOI3,853490
YOR049C,RSB1,,
YER067W,RGI1,,856797
YDR309C,GIC2,,851904
YGL132W,,,
YBL072C,RPS8A,,856839
YBL072C,RPS8A,,852206
YAL059C-A,,,
YFL041W,FET5,,850502
tL(UAA)Q,,,
YOL143C,RIB4,,854022
YLR394W,CST9,ZIP3,851110
YCR087C-A,,,850449
YBR103W,SIF2,EMB1,852399
YOR172W,YRM1,,854343
YDL239C,ADY3,,851359
tA(AGC)G,,,
tE(UUC)K,,,
YDL228C,,,
YJL068C,,,853377
YDL156W,CMR1,,851399
YBR107C,IML3,MCM19,852404
YDL016C,,,
YJL112W,MDV1,FIS2,853332
YJL112W,MDV1,GAG3,853332
YJL112W,MDV1,NET2,853332
YMR124W,EPO1,,855154
tX(XXX)D,,,
YBL024W,NCL1,TRM4,852257
YMR311C,GLC8,,855359
snR77,SNR77,,
snR32,SNR32,,
YKL142W,MRP8,YKL3,853715
YJL039C,NUP192,,853410
YOR149C,SMP3,LAS2,854320
YOR149C,SMP3,SAP2,854320
YDR524W-C,YDR524W-C,YDR524W-A,1466437
YIL174W,,,
YJL180C,ATP12,,853259
tS(UGA)P,SUP16,,
YLR021W,IRC25,DMP2,850708
YLR021W,IRC25,PBA3,850708
YLR021W,IRC25,POC3,850708
YBR012C,,,
YBR188C,NTC20,,852486
YJL147C,MRX5,,853294
YPL029W,SUV3,LPB2,856078
YGR169C,PUS6,,853079
YLR331C,JIP3,,
YLR450W,HMG2,,851171
YLR140W,,,
YMR322C,SNO4,HSP34,855372
YDL085W,NDE2,NDH2,851474
YLR157W-E,YLR157W-E,YLR157W-B,1466413
YLR157W-E,YLR157W-E,YLR157W-C,1466413
YJR116W,TDA4,,853580
YDR300C,PRO1,,851894
YGR063C,SPT4,,852955
YPL113C,,,855990
YKL011C,CCE1,MGT1,853858
YLR390W,ECM19,,851106
YDL168W,SFA1,ADH5,851386
YPL190C,NAB3,HMD1,855911
YKL160W,ELF1,,853697
YPL241C,CIN2,,855835
YHR068W,DYS1,,856465
YGR256W,GND2,,853172
YOL164W,BDS1,,854000
YPL281C,ERR2,,854575
YPL281C,ERR2,,855848
YLR291C,GCD7,,850998
YPL023C,MET12,,856084
YJL025W,RRN7,,853428
YPR043W,RPL43A,,856156
YPR043W,RPL43A,,853557
YKL144C,RPC25,YKL1,853713
RDN5-4,RDN5-4,,
YML119W,,,854920
YOR011W,AUS1,,854175
YGL036W,,,852847
YHR218W-A,,,852160
SCR1,SCR1,,
YKL055C,OAR1,,853810
YBL075C,SSA3,YG106,852203
YPR116W,RRG8,,856232
YER044C-A,MEI4,,856768
YHR037W,PUT2,,856432
YLR408C,BLS1,,851124
YHR012W,VPS29,PEP11,856403
YHR012W,VPS29,VPT6,856403
YGR192C,TDH3,GLD1,853106
YGR192C,TDH3,HSP35,853106
YGR192C,TDH3,HSP36,853106
YGR192C,TDH3,SSS2,853106
tT(AGU)C,,,
YOR071C,NRT1,THI71,854237
YOR071C,NRT1,YOR29-22,854237
YNL181W,PBR1,,855540
YDR360W,OPI7,,
YDR195W,REF2,,851776
YGL191W,COX13,,852684
YDR321W,ASP1,,851920
YLR240W,VPS34,END12,850941
YLR240W,VPS34,PEP15,850941
YLR240W,VPS34,STT8,850941
YLR240W,VPS34,VPL7,850941
YLR240W,VPS34,VPS7,850941
YLR240W,VPS34,VPT29,850941
YJR062C,NTA1,DEA1,853525
tF(GAA)Q,,,
YGR051C,,,
YKR043C,SHB17,,853917
YOR022C,DDL1,,854187
YOR125C,CAT5,COQ7,854292
YGR013W,SNU71,,852896
YIL032C,,,
YBR102C,EXO84,USA3,852398
YNL197C,WHI3,,855524
YHR144C,DCD1,,856548
YER101C,AST2,,856838
YDR237W,MRPL7,,851823
YDL127W,PCL2,CLN4,851430
YOL141W,PPM2,TYW4,854024
YER121W,,,856858
YNL064C,YDJ1,HSP40,855661
YNL064C,YDJ1,MAS5,855661
YCL023C,,,
tS(GCU)F,,,
YNL202W,SPS19,SPX19,855518
YGR123C,PPT1,,853023
YHR077C,NMD2,IFS1,856476
YHR077C,NMD2,SUA1,856476
YHR077C,NMD2,SUP111,856476
YHR077C,NMD2,UPF2,856476
YOR101W,RAS1,,854268
YOR263C,,,
YKR039W,GAP1,,853912
YOR383C,FIT3,,854565
YPL252C,YAH1,,855824
YHR156C,LIN1,SNU40,856561
YDR107C,TMN2,,851685
YLR018C,POM34,,850705
YLR344W,RPL26A,,851058
YPR047W,MSF1,,856160
YDR472W,TRS31,,852083
YDL030W,PRP9,,851531
YGL209W,MIG2,MLZ1,852663
Q0092,Q0092,,
YOR056C,NOB1,YOR29-07,854221
YJR090C,GRR1,CAT80,853552
YJR090C,GRR1,COT2,853552
YJR090C,GRR1,SDC1,853552
YJR090C,GRR1,SSU2,853552
YKL019W,RAM2,,853849
YML043C,RRN11,,854964
YOL075C,,,854080
YBR006W,UGA2,UGA5,852291
YNL283C,WSC2,STA3,855438
YML046W,PRP39,,854960
YOR073W-A,,,
YKL184W,SPE1,ORD1,853651
YKL184W,SPE1,SPE10,853651
YOR246C,ENV9,,854420
YLR412W,BER1,,851130
YML004C,GLO1,,855009
YAL002W,VPS8,FUN15,851261
YAL002W,VPS8,VPL8,851261
YAL002W,VPS8,VPT8,851261
YDR468C,TLG1,,852079
YER019C-A,SBH2,SEB2,856740
YLR447C,VMA6,,851168
YIL142C-A,,,
YBL051C,PIN4,MDT1,852229
YOR042W,CUE5,,854206
YLR361C-A,,,1466422
YDL084W,SUB2,,851475
YDL203C,ACK1,,851324
YOR236W,DFR1,,854411
YPL119C-A,,,1466520
YMR071C,TVP18,,855093
YOR183W,FYV12,,854355
YDL025W-A,,,
YBR196C,PGI1,CDC30,852495
tE(UUC)E1,,,
tG(GCC)F1,SUF20,,
YPL194W,DDC1,,855907
YJR035W,RAD26,,853492
YGL163C,RAD54,XRS1,852713
YPL157W,TGS1,,855946
YKR029C,SET3,,853900
YDR285W,ZIP1,,851879
YAL021C,CCR4,FUN27,851212
YAL021C,CCR4,NUT21,851212
YDL229W,SSB1,YG101,851369
tW(UCA)Q,,,
YDR329C,PEX3,PAS3,851929
YJL174W,KRE9,,853265
YHR217C,,,
YFL036W,RPO41,,850507
YDR034C,LYS14,,851598
YJL203W,PRP21,SPP91,853227
YPL177C,CUP9,,855926
YLR112W,,,
YNL147W,LSM7,,855575
YOR176W,HEM15,,854347
YLR435W,TSR2,,851154
YIL164C,NIT1,,854642
YLR084C,RAX2,,850773
YHR036W,BRL1,,856431
YKL176C,LST4,,853678
YMR229C,RRP5,,855269
YOR238W,,,854413
YOR367W,SCP1,,854549
YOR297C,TIM18,,854472
YDR009W,GAL3,,851572
YPR165W,RHO1,,856294
YJL014W,CCT3,BIN2,853438
YJL014W,CCT3,TCP3,853438
YGR296C-A,,,
YKL033W-A,,,853833
YGL178W,MPT5,HTR1,852697
YGL178W,MPT5,PUF5,852697
YGL178W,MPT5,UTH4,852697
YMR063W,RIM9,,855085
YBL031W,SHE1,,852249
YOR310C,NOP58,NOP5,854487
YGL092W,NUP145,RAT10,852788
YPL037C,EGD1,,856070
YPR093C,ASR1,,856208
tS(AGA)D2,,,
YGR132C,PHB1,,853033
YFR053C,HXK1,,850614
tG(GCC)P1,,,
YBR141W-A,,,
snR34,SNR34,,
YJL027C,,,853426
YFL048C,EMP47,,850496
YDR488C,PAC11,,852099
YNL286W,CUS2,,855430
YPR066W,UBA3,,856179
YGL208W,SIP2,SPM2,852664
YDR103W,STE5,HMD3,851680
YDR103W,STE5,NUL3,851680
YMR301C,ATM1,,855347
YMR276W,DSK2,,855319
YNL337W,,,
YPL247C,,,855829
YPL101W,ELP4,HAP1,856002
YPL101W,ELP4,KTI9,856002
YPL101W,ELP4,TOT7,856002
YPL064C,CWC27,,856041
tL(GAG)G,,,
YEL050C,RML2,,856660
YLR091W,GEP5,RRG5,850780
YOR063W,RPL3,MAK8,854229
YOR063W,RPL3,TCM1,854229
YOR063W,RPL3,YOR29-14,854229
YJR157W,,,
YJR149W,,,853614
YNL322C,KRE1,,855394
YGR059W,SPR3,,852950
YKL090W,CUE2,,853772
YER062C,,GPP2,856791
YIL096C,BMT5,,854711
YMR002W,MIX17,,855014
YDR336W,MRX8,,851936
YLR275W,SMD2,,850981
tS(AGA)A,,,
YCL010C,SGF29,,850347
YHR091C,MSR1,,856491
YKR041W,,,853914
YAL061W,BDH2,,851238
YML081C-A,ATP18,,854893
YDL101C,DUN1,,851457
YDR162C,NBP2,,851740
YBL006W-A,,,
YNL158W,PGA1,,855564
YKL010C,UFD4,,853859
YLR102C,APC9,,850792
YDR312W,SSF2,,851907
YDL061C,RPS29B,,851498
YML019W,OST6,,854989
YCR001W,,,
YKL032C,IXR1,ORD1,853836
YLR263W,RED1,,850968
YPL256C,CLN2,,855819
YPL099C,,FMP14,856005
YMR176W,ECM5,,855214
YGR114C,,,
YDL040C,NAT1,AAA1,851521
YDL040C,NAT1,NAA15,851521
YHR052W,CIC1,NSA3,856449
YGR128C,UTP8,,853029
YDR145W,TAF12,TAF61,851723
YDR145W,TAF12,TAF68,851723
YBL100W-C,YBL100W-C,YBL101W-C,1466439
YLR379W,,,
YMR158W-B,YMR158W-B,,
YIL160C,POT1,FOX3,854646
YIL160C,POT1,POX3,854646
YML108W,,,854863
YMR198W,CIK1,,855238
YGL246C,RAI1,,852646
YDR124W,,,851702
YHR123W,EPT1,,856523
YDL231C,BRE4,,851367
YHR009C,TDA3,,856400
YGL190C,CDC55,,852685
YGR033C,TIM21,,852921
YKR051W,,,853925
YML094W,GIM5,PFD5,854879
YMR006C,PLB2,,855018
YGL112C,TAF6,TAF60,852766
YDR190C,RVB1,TIH1,851771
YDR190C,RVB1,TIP49,851771
YDR190C,RVB1,TIP49A,851771
YOR189W,IES4,,854361
YIL134C-A,,,1466491
YAR023C,,,851276
YBR236C,ABD1,,852538
YOL129W,VPS68,,853991
YOR280C,FSH3,,854454
YOR037W,CYC2,,854202
YDL064W,UBC9,,851495
YML003W,,,855010
tT(UAG)Q2,,,
YNL168C,FMP41,,855553
YML057C-A,YML057C-A,,
YER006C-A,,,
YIL062C,ARC15,,854748
YKR098C,UBP11,,853973
YFL015W-A,,,
tL(UAG)L1,,,
YLR459W,GAB1,CDC91,851181
YML009C-A,YML009C-A,,
YGL001C,ERG26,,852883
YJR154W,,,853619
YFR057W,,,850618
YLR316C,TAD3,,851027
tQ(CUG)M,CDC65,,
YBR276C,PPS1,,852579
YDR463W,STP1,BAP1,852074
YDR463W,STP1,SSY2,852074
YOR090C,PTC5,PPP1,854257
YAL034C,FUN19,,851199
YGR168C,,,853078
YGL093W,SPC105,,852787
YJR075W,HOC1,,853538
YLR277C,YSH1,BRR5,850983
tP(UGG)L,,,
YPR023C,EAF3,,856134
YGR120C,COG2,SEC35,853017
YDR491C,,,
YIL151C,ESL1,,854655
YDR449C,UTP6,,852060
YML093W,UTP14,,854881
YMR116C,ASC1,CPC2,855143
YMR196W,,,855236
YHL018W,,,856368
YPL093W,NOG1,,856012
YGR027C,RPS25A,RPS31A,852911
YJR052W,RAD7,,853512
YML053C,,,854952
YMR151W,YIM2,,
YLR229C,CDC42,,850930
YER016W,BIM1,YEB1,856736
YBR036C,CSG2,CLS2,852324
YDL035C,GPR1,,851527
YPL134C,ODC1,,855969
YLR120W-A,,,
YBR045C,GIP1,,852334
YML009C,MRPL39,,855002
tM(CAU)C,,,
YGL259W,YPS5,,852632
YDR074W,TPS2,HOG2,851646
YDR074W,TPS2,PFK3,851646
YDR525W,API2,,
YMR070W,MOT3,ROX7,855092
YOR313C,SPS4,,854490
YKL175W,ZRT3,,853679
YPL153C,RAD53,LSD1,855950
YPL153C,RAD53,MEC2,855950
YPL153C,RAD53,SPK1,855950
YMR219W,ESC1,,855259
YIL059C,,,
YBR291C,CTP1,,852594
YOL032W,OPI10,,854125
YPL222W,FMP40,,855879
YGR294W,PAU12,,853210
YGR124W,ASN2,,853025
